PDB, CONSENSUS, DSSP, STRIDE, KAKSI, PROSS
1ty9A, 0.9, 0.8514851485148515, 0.8366336633663366, 0.8288288288288288, 0.8366336633663366
2exrA, 0.9401709401709402, 0.8778467908902692, 0.8695652173913043, 0.8206106870229007, 0.7991718426501035
2ox7B, 0.7674418604651163, 0.7285714285714285, 0.6785714285714286, 0.7354838709677419, 0.6571428571428571
3ms5A, 0.9146757679180887, 0.8545454545454545, 0.8415584415584415, 0.7963917525773195, 0.8493506493506493
2z1nA, 0.9735449735449735, 0.9451476793248945, 0.9451476793248945, 0.7692307692307693, 0.8607594936708861
1qnxA, 0.9382716049382716, 0.8421052631578947, 0.84688995215311, 0.8133971291866029, 0.8803827751196173
2ov9C, 0.9512195121951219, 0.8719211822660099, 0.8719211822660099, 0.8796296296296297, 0.8866995073891626
3dmoA, 0.9595959595959596, 0.9097744360902256, 0.9097744360902256, 0.8043478260869565, 0.849624060150376
2oqkA, 0.9649122807017544, 0.8369565217391305, 0.8369565217391305, 0.8034188034188035, 0.7608695652173914
3o83B, 0.9664634146341463, 0.908256880733945, 0.9126436781609195, 0.7683823529411765, 0.8463302752293578
1nwwA, 0.925, 0.8689655172413793, 0.903448275862069, 0.8187919463087249, 0.8482758620689655
3piuA, 0.9193548387096774, 0.8700980392156863, 0.8578431372549019, 0.8114942528735632, 0.8014705882352942
3gqqA, 0.9491525423728814, 0.9325153374233128, 0.8834355828220859, 0.8717948717948718, 0.7730061349693251
2p14A, 0.9657534246575342, 0.8924731182795699, 0.9193548387096774, 0.8645833333333334, 0.8494623655913979
1ub3A, 0.9382716049382716, 0.9146919431279621, 0.919431279620853, 0.8363636363636363, 0.8293838862559242
3oqpA, 0.965034965034965, 0.8921568627450981, 0.905940594059406, 0.8151658767772512, 0.8480392156862745
3kweA, 0.9292035398230089, 0.9096385542168675, 0.891566265060241, 0.7511737089201878, 0.8012048192771084
2ddrA, 0.8589743589743589, 0.7986111111111112, 0.7735191637630662, 0.8104575163398693, 0.8263888888888888
3hdxA, 0.8483965014577259, 0.7884187082405345, 0.7928730512249443, 0.7677824267782427, 0.779510022271715
3mjfA, 0.9148148148148149, 0.8421052631578947, 0.8014354066985646, 0.7888631090487239, 0.7942583732057417
1eajB, 0.8641975308641975, 0.8416666666666667, 0.8050847457627118, 0.8015873015873016, 0.7333333333333333
3pbfA, 0.944954128440367, 0.9172413793103448, 0.8896551724137931, 0.7905405405405406, 0.8413793103448276
1z9lA, 1.0, 0.8833333333333333, 0.8, 0.890625, 0.8
2jliA, 0.9358974358974359, 0.93, 0.91, 0.7317073170731707, 0.82
2zcnA, 0.9753086419753086, 0.9668508287292817, 0.9502762430939227, 0.921875, 0.9502762430939227
1gxnA, 0.8744588744588745, 0.7523219814241486, 0.7770897832817337, 0.7710843373493976, 0.7987616099071208
1eejB, 0.9880239520958084, 0.9398148148148148, 0.9351851851851852, 0.8472222222222222, 0.8703703703703703
1w8uA, 0.8080808080808081, 0.7730496453900709, 0.7446808510638298, 0.7046979865771812, 0.723404255319149
1sk4A, 0.9193548387096774, 0.8333333333333334, 0.8395061728395061, 0.8343558282208589, 0.7901234567901234
1ru4A, 0.9451612903225807, 0.8825, 0.8825, 0.8525, 0.825
3hjsA, 0.9183673469387755, 0.8828125, 0.86328125, 0.7714285714285715, 0.8515625
3jqyC, 0.7870967741935484, 0.7824074074074074, 0.7916666666666666, 0.6507936507936508, 0.6805555555555556
1x1oB, 0.9269406392694064, 0.8913043478260869, 0.8876811594202898, 0.8391608391608392, 0.8333333333333334
2jc5A, 0.9725274725274725, 0.8996138996138996, 0.9069767441860465, 0.806949806949807, 0.8494208494208494
3dl0A, 0.9717514124293786, 0.9212962962962963, 0.9166666666666666, 0.8425925925925926, 0.9351851851851852
3dtzC, 0.8962962962962963, 0.8701923076923077, 0.8509615384615384, 0.819672131147541, 0.6971153846153846
2p25A, 0.9, 0.8709677419354839, 0.8467741935483871, 0.8015873015873016, 0.7903225806451613
2engA, 0.9090909090909091, 0.8341463414634146, 0.8682926829268293, 0.8095238095238095, 0.8446601941747572
2yyyA, 0.8527131782945736, 0.8157894736842105, 0.8181818181818182, 0.7317784256559767, 0.7690058479532164
3n11A, 0.9116465863453815, 0.8215384615384616, 0.8369230769230769, 0.7897897897897898, 0.8123076923076923
1sgwA, 0.9047619047619048, 0.875, 0.885, 0.7476635514018691, 0.73
3elfA, 0.953307392996109, 0.8885542168674698, 0.8734939759036144, 0.8481375358166189, 0.8885542168674698
2b4zA, 1.0, 0.9230769230769231, 0.8846153846153846, 0.8461538461538461, 0.8942307692307693
1d3gA, 0.9044368600682594, 0.8638888888888889, 0.8583333333333333, 0.7956403269754768, 0.875
3cptA, 0.946236559139785, 0.8823529411764706, 0.8991596638655462, 0.8391608391608392, 0.8571428571428571
3hn3B, 0.9090909090909091, 0.8538587848932676, 0.8308702791461412, 0.799347471451876, 0.8144499178981938
2yb1A, 0.9178743961352657, 0.852112676056338, 0.8591549295774648, 0.8082191780821918, 0.8169014084507042
1m93B, 0.8415300546448088, 0.7714285714285715, 0.7428571428571429, 0.7183673469387755, 0.746938775510204
3p09B, 0.9072164948453608, 0.8396946564885496, 0.8549618320610687, 0.7241379310344828, 0.8129770992366412
2a2rB, 0.8809523809523809, 0.84688995215311, 0.8325358851674641, 0.8095238095238095, 0.8229665071770335
2cx1A, 0.9098360655737705, 0.8287292817679558, 0.7845303867403315, 0.7754010695187166, 0.7624309392265194
3d9yA, 0.946236559139785, 0.8888888888888888, 0.8809523809523809, 0.8346456692913385, 0.8253968253968254
3d4eA, 0.9590163934426229, 0.90625, 0.90625, 0.8603351955307262, 0.83125
3k6yA, 0.9308176100628931, 0.8898678414096917, 0.8810572687224669, 0.8481012658227848, 0.7709251101321586
1bdoA, 0.9, 0.9, 0.825, 0.7125, 0.725
3kv1A, 0.9192546583850931, 0.8729508196721312, 0.8729508196721312, 0.7790262172284644, 0.7540983606557377
2vefA, 0.9070796460176991, 0.8924731182795699, 0.8673835125448028, 0.7770700636942676, 0.8494623655913979
1gu7B, 0.9242424242424242, 0.8681318681318682, 0.8736263736263736, 0.8214285714285714, 0.7857142857142857
3ixqD, 0.9285714285714286, 0.84, 0.8488888888888889, 0.7831858407079646, 0.8088888888888889
3ck6B, 0.9251336898395722, 0.8776371308016878, 0.8565400843881856, 0.8650793650793651, 0.8227848101265823
3h4oA, 0.972972972972973, 0.9107142857142857, 0.8809523809523809, 0.8010471204188482, 0.8273809523809523
2wx9A, 0.987012987012987, 0.9577922077922078, 0.9383116883116883, 0.8685897435897436, 0.8766233766233766
2h9hA, 0.9219858156028369, 0.8349056603773585, 0.8341232227488151, 0.8301886792452831, 0.7405660377358491
1lb3A, 0.9798657718120806, 0.963855421686747, 0.9520958083832335, 0.9175824175824175, 0.9580838323353293
3a6sB, 0.8863636363636364, 0.768595041322314, 0.7851239669421488, 0.813953488372093, 0.8016528925619835
3nddA, 0.746268656716418, 0.6805970149253732, 0.6835820895522388, 0.6618075801749271, 0.755223880597015
1i2mB, 0.9487179487179487, 0.8479381443298969, 0.8556701030927835, 0.8258706467661692, 0.8041237113402062
1q0rA, 0.95, 0.9225589225589226, 0.9259259259259259, 0.8590604026845637, 0.8619528619528619
1vknA, 0.9419642857142857, 0.8640483383685801, 0.851963746223565, 0.8062678062678063, 0.7673716012084593
1pwaA, 0.9487179487179487, 0.7804878048780488, 0.7886178861788617, 0.8518518518518519, 0.8373983739837398
3pj0B, 0.8842105263157894, 0.8418079096045198, 0.8305084745762712, 0.8022284122562674, 0.8333333333333334
3d34A, 0.9325153374233128, 0.8578199052132701, 0.8660287081339713, 0.8340807174887892, 0.8246445497630331
1x13B, 0.9365671641791045, 0.8571428571428571, 0.8406593406593407, 0.8054862842892768, 0.8269230769230769
3enuA, 0.8026315789473685, 0.7192982456140351, 0.6578947368421053, 0.6666666666666666, 0.7894736842105263
1ws0A, 0.9514563106796117, 0.9006622516556292, 0.847682119205298, 0.782051282051282, 0.7682119205298014
3iiuM, 0.9461538461538461, 0.9205298013245033, 0.9072847682119205, 0.8609271523178808, 0.9271523178807947
2fu0A, 0.9914529914529915, 0.9612903225806452, 0.9161290322580645, 0.8875, 0.8580645161290322
2jftA, 0.9190751445086706, 0.8675213675213675, 0.8461538461538461, 0.7777777777777778, 0.8675213675213675
2dg1C, 0.9692307692307692, 0.834375, 0.834375, 0.8348348348348348, 0.765625
1ah7A, 0.9484536082474226, 0.8979591836734694, 0.8979591836734694, 0.8530612244897959, 0.8857142857142857
3h7fB, 0.8614457831325302, 0.7868852459016393, 0.7962529274004684, 0.7785234899328859, 0.819672131147541
2v84A, 0.9532710280373832, 0.877742946708464, 0.8746081504702194, 0.8104956268221575, 0.7774294670846394
2d5bA, 0.9296875, 0.878, 0.872, 0.8, 0.854
1yphE, 1.0, 0.8762886597938144, 0.8865979381443299, 0.8556701030927835, 0.845360824742268
