PDB, CONSENSUS, DSSP, STRIDE, KAKSI, PROSS
2e9mA, 0.7567567567567568, 0.6621621621621622, 0.6385542168674698, 0.5970149253731343, 0.5081967213114754
1dqsA, 0.7878787878787878, 0.578125, 0.5873015873015873, 0.62, 0.673469387755102
2wnvA, 0.9615384615384616, 0.8513513513513513, 0.8205128205128205, 0.8354430379746836, 0.828125
3c3mA, 1.0, 1.0, 1.0, 0.7931034482758621, 0.875
2hiyA, 0.8333333333333334, 0.7333333333333333, 0.7441860465116279, 0.7021276595744681, 0.7619047619047619
3p1gA, 0.9090909090909091, 0.825, 0.825, 0.8, 0.7804878048780488
3h05A, 0.9166666666666666, 0.9230769230769231, 0.9230769230769231, 0.8, 0.7058823529411765
1p71A, 1.0, 0.7037037037037037, 0.7037037037037037, 0.5588235294117647, 0.875
1ej2A, 1.0, 1.0, 1.0, 0.9166666666666666, 0.9166666666666666
3girA, 0.9583333333333334, 0.8956521739130435, 0.856, 0.8461538461538461, 0.8555555555555555
1s5uD, 1.0, 1.0, 0.8909090909090909, 0.9, 0.8333333333333334
2wwxA, 0.926829268292683, 0.9318181818181818, 0.8723404255319149, 0.7692307692307693, 0.8695652173913043
1q40B, 0.8518518518518519, 0.8541666666666666, 0.8372093023255814, 0.819672131147541, 0.7272727272727273
3qgzA, 1.0, 0.92, 0.8571428571428571, 0.8461538461538461, 0.7916666666666666
3peaB, 1.0, 1.0, 1.0, 0.8095238095238095, 0.7692307692307693
2p4kA, 0.631578947368421, 0.5217391304347826, 0.5217391304347826, 0.5, 0.5454545454545454
1wbiH, 0.9387755102040817, 0.95, 0.9523809523809523, 0.8428571428571429, 0.8392857142857143
3e05B, 0.9047619047619048, 0.8863636363636364, 0.8863636363636364, 0.8269230769230769, 0.7857142857142857
3k6qB, 0.8214285714285714, 0.7777777777777778, 0.8, 0.7567567567567568, 0.7575757575757576
1gk9A, 1.0, 1.0, 1.0, 0.8333333333333334, 0.7142857142857143
2fctA, 0.6923076923076923, 0.5675675675675675, 0.5675675675675675, 0.5, 0.509090909090909
1euhC, 0.987012987012987, 0.9428571428571428, 0.9134615384615384, 0.8378378378378378, 0.797979797979798
3b51X, 0.8125, 0.6911764705882353, 0.7246376811594203, 0.64, 0.6212121212121212
2qdeF, 0.9534883720930233, 0.9661016949152542, 0.9384615384615385, 0.7638888888888888, 0.864406779661017
1uvqB, 0.9682539682539683, 0.9358974358974359, 0.925, 0.8589743589743589, 0.8571428571428571
2xn4A, 0.9809523809523809, 0.8939393939393939, 0.944, 0.837037037037037, 0.8518518518518519
3e99A, 0.9411764705882353, 0.9047619047619048, 0.8888888888888888, 0.9166666666666666, 0.8888888888888888
1xwvA, 1.0, 0.9516129032258065, 0.9076923076923077, 0.7763157894736842, 0.8571428571428571
3exeD, 0.9523809523809523, 0.8928571428571429, 0.8928571428571429, 0.7611940298507462, 0.7857142857142857
3m3gA, 1.0, 0.9142857142857143, 0.8888888888888888, 0.9354838709677419, 0.9166666666666666
3e0iA, 0.875, 0.6792452830188679, 0.6730769230769231, 0.66, 0.7333333333333333
2okmA, 0.9253731343283582, 0.8933333333333333, 0.8192771084337349, 0.8117647058823529, 0.8552631578947368
2hf2B, 0.9534883720930233, 0.9206349206349206, 0.9193548387096774, 0.782608695652174, 0.7627118644067796
1z7xW, 0.66, 0.6363636363636364, 0.6481481481481481, 0.6071428571428571, 0.5625
2ivfB, 0.6774193548387096, 0.4576271186440678, 0.4576271186440678, 0.509090909090909, 0.5526315789473685
1u09A, 0.7446808510638298, 0.6428571428571429, 0.6395348837209303, 0.7083333333333334, 0.5945945945945946
3adoA, 0.90625, 0.8461538461538461, 0.8461538461538461, 0.813953488372093, 0.7948717948717948
3ndaA, 0.6697247706422018, 0.6148148148148148, 0.5845070422535211, 0.5833333333333334, 0.6134453781512605
1bxuA, 1.0, 0.8888888888888888, 0.8333333333333334, 0.803921568627451, 0.8604651162790697
1h2sA, 0.5, 0.25, 0.25, 0.3333333333333333, 0.5
2vroB, 0.8875, 0.8053097345132744, 0.7946428571428571, 0.7563025210084033, 0.6909090909090909
3ansB, 1.0, 0.96, 0.96, 0.8392857142857143, 0.86
1y0uA, 1.0, 1.0, 1.0, 1.0, 0.8888888888888888
1tz0B, 0.9090909090909091, 0.8857142857142857, 0.8709677419354839, 0.8918918918918919, 0.9032258064516129
1yoeA, 0.7777777777777778, 0.7719298245614035, 0.7796610169491526, 0.7272727272727273, 0.76
2ywkA, 1.0, 0.9655172413793104, 0.9032258064516129, 0.8636363636363636, 0.875
3k4iA, 0.88, 0.7551020408163265, 0.7083333333333334, 0.6727272727272727, 0.875
1vl2B, 0.6956521739130435, 0.7125, 0.6951219512195121, 0.6333333333333333, 0.6410256410256411
1h5bB, 0.8958333333333334, 0.8709677419354839, 0.896551724137931, 0.7910447761194029, 0.8166666666666667
1i7kA, 1.0, 0.8518518518518519, 0.7931034482758621, 0.7931034482758621, 0.75
1soiA, 0.9393939393939394, 0.96, 0.9423076923076923, 0.8421052631578947, 0.7906976744186046
1gy7C, 0.8372093023255814, 0.7333333333333333, 0.8, 0.7142857142857143, 0.7872340425531915
3o1nA, 0.8918918918918919, 0.8936170212765957, 0.9130434782608695, 0.75, 0.7090909090909091
1ty9A, 0.9821428571428571, 0.8701298701298701, 0.85, 0.88, 0.9649122807017544
2exrA, 0.8974358974358975, 0.8440366972477065, 0.8476190476190476, 0.736, 0.71
2ox7B, 0.6060606060606061, 0.6285714285714286, 0.5901639344262295, 0.6521739130434783, 0.6097560975609756
3ms5A, 0.788235294117647, 0.7247706422018348, 0.7043478260869566, 0.6551724137931034, 0.7053571428571429
2z1nA, 1.0, 0.9736842105263158, 1.0, 0.8048780487804879, 0.8461538461538461
1qnxA, 0.7666666666666667, 0.6842105263157895, 0.6842105263157895, 0.6341463414634146, 0.6571428571428571
2ov9C, 1.0, 0.9591836734693877, 0.9375, 0.9215686274509803, 0.9166666666666666
3dmoA, 0.9615384615384616, 0.9666666666666667, 0.9666666666666667, 0.717948717948718, 0.7777777777777778
2oqkA, 1.0, 0.9117647058823529, 0.8648648648648649, 0.875, 0.7857142857142857
3o83B, 0.927536231884058, 0.8842105263157894, 0.865979381443299, 0.7777777777777778, 0.71875
1nwwA, 0.8444444444444444, 0.8301886792452831, 0.8305084745762712, 0.8076923076923077, 0.8076923076923077
3piuA, 0.9215686274509803, 0.8412698412698413, 0.803030303030303, 0.8253968253968254, 0.7183098591549296
3gqqA, 0.9642857142857143, 0.9459459459459459, 0.9142857142857143, 0.8518518518518519, 0.9193548387096774
2p14A, 1.0, 0.9375, 0.9090909090909091, 0.9565217391304348, 0.8125
1ub3A, 0.9666666666666667, 0.9428571428571428, 0.9444444444444444, 0.825, 0.8108108108108109
3oqpA, 0.9375, 0.8372093023255814, 0.8372093023255814, 0.6888888888888889, 0.7272727272727273
3kweA, 0.8695652173913043, 0.8253968253968254, 0.8, 0.6172839506172839, 0.6923076923076923
2ddrA, 0.7702702702702703, 0.6813186813186813, 0.63, 0.7, 0.7021276595744681
3hdxA, 1.0, 0.6, 0.65, 0.8333333333333334, 0.3888888888888889
3mjfA, 0.8507462686567164, 0.7567567567567568, 0.7395833333333334, 0.7086614173228346, 0.6923076923076923
1eajB, 0.9318181818181818, 0.9152542372881356, 0.8813559322033898, 0.835820895522388, 0.8333333333333334
3pbfA, 1.0, 0.9487179487179487, 0.9459459459459459, 0.875, 0.875
1z9lA, 1.0, 0.9259259259259259, 0.9069767441860465, 0.8235294117647058, 0.8723404255319149
2jliA, 0.875, 0.9, 0.8181818181818182, 0.76, 0.7894736842105263
1gxnA, 0.6666666666666666, 0.2857142857142857, 0.34146341463414637, 0.36666666666666664, 0.3333333333333333
1eejB, 0.9722222222222222, 0.9148936170212766, 0.9148936170212766, 0.7636363636363637, 0.78
1w8uA, 0.7358490566037735, 0.7027027027027027, 0.6666666666666666, 0.6235294117647059, 0.7166666666666667
1sk4A, 0.95, 0.7241379310344828, 0.7241379310344828, 0.896551724137931, 0.75
1ru4A, 0.8571428571428571, 0.7383177570093458, 0.7033898305084746, 0.6952380952380952, 0.6239316239316239
3hjsA, 0.926829268292683, 0.8166666666666667, 0.8, 0.6835443037974683, 0.8571428571428571
3jqyC, 0.7083333333333334, 0.6744186046511628, 0.6951219512195121, 0.5267857142857143, 0.5247524752475248
1x1oB, 0.9024390243902439, 0.9230769230769231, 0.8928571428571429, 0.828125, 0.7962962962962963
2jc5A, 1.0, 0.9264705882352942, 0.953125, 0.821917808219178, 0.90625
3dl0A, 0.9565217391304348, 0.84375, 0.84375, 0.7428571428571429, 0.9259259259259259
3dtzC, 0.9574468085106383, 0.9375, 0.953125, 0.8648648648648649, 0.9038461538461539
2p25A, 0.9375, 0.9318181818181818, 0.9230769230769231, 0.7818181818181819, 0.8461538461538461
2engA, 0.8181818181818182, 0.7608695652173914, 0.75, 0.6538461538461539, 0.6744186046511628
2yyyA, 0.8529411764705882, 0.8313253012048193, 0.8111111111111111, 0.7640449438202247, 0.8024691358024691
3n11A, 0.7027027027027027, 0.49230769230769234, 0.5357142857142857, 0.4915254237288136, 0.5490196078431373
1sgwA, 0.8918918918918919, 0.8846153846153846, 0.88, 0.8636363636363636, 0.723404255319149
3elfA, 0.96875, 0.9487179487179487, 0.8809523809523809, 0.7916666666666666, 0.75
1d3gA, 0.7804878048780488, 0.7678571428571429, 0.7636363636363637, 0.6938775510204082, 0.8
3cptA, 1.0, 0.9411764705882353, 0.9411764705882353, 0.8709677419354839, 0.9642857142857143
3hn3B, 0.9124087591240876, 0.8524590163934426, 0.8, 0.8, 0.7740112994350282
2yb1A, 0.9130434782608695, 0.875, 0.8947368421052632, 0.75, 0.78125
1m93B, 0.7777777777777778, 0.65, 0.616822429906542, 0.616822429906542, 0.6407766990291263
3p09B, 0.717948717948718, 0.6590909090909091, 0.6304347826086957, 0.5344827586206896, 0.5660377358490566
2a2rB, 0.9411764705882353, 0.9444444444444444, 0.9444444444444444, 0.8888888888888888, 0.7727272727272727
2cx1A, 0.8, 0.7058823529411765, 0.6515151515151515, 0.647887323943662, 0.6818181818181818
3d9yA, 0.9642857142857143, 0.926829268292683, 0.9047619047619048, 0.875, 0.8378378378378378
3d4eA, 0.9767441860465116, 0.9180327868852459, 0.8888888888888888, 0.9629629629629629, 0.8727272727272727
3k6yA, 0.8666666666666667, 0.8791208791208791, 0.8602150537634409, 0.7669902912621359, 0.7941176470588235
1bdoA, 0.8571428571428571, 0.8611111111111112, 0.7380952380952381, 0.6170212765957447, 0.75
3kv1A, 0.88, 0.8571428571428571, 0.868421052631579, 0.7291666666666666, 0.7941176470588235
2vefA, 0.9166666666666666, 0.918918918918919, 0.918918918918919, 0.7142857142857143, 0.85
1gu7B, 0.9384615384615385, 0.8809523809523809, 0.8823529411764706, 0.8222222222222222, 0.6979166666666666
3ixqD, 0.8048780487804879, 0.75, 0.7586206896551724, 0.625, 0.6212121212121212
3ck6B, 0.8148148148148148, 0.8648648648648649, 0.8484848484848485, 0.7560975609756098, 0.6666666666666666
3h4oA, 0.9444444444444444, 0.9285714285714286, 0.9166666666666666, 0.6923076923076923, 0.8214285714285714
2wx9A, 0.9512195121951219, 0.9, 0.8307692307692308, 0.8153846153846154, 0.8163265306122449
2h9hA, 1.0, 0.9215686274509803, 0.9134615384615384, 0.9175257731958762, 0.9054054054054054
3a6sB, 0.9166666666666666, 0.7777777777777778, 0.7857142857142857, 0.8035714285714286, 0.8444444444444444
3nddA, 0.3829787234042553, 0.35964912280701755, 0.358974358974359, 0.34146341463414637, 0.39215686274509803
1i2mB, 0.95, 0.8224852071005917, 0.8045977011494253, 0.8538461538461538, 0.8074074074074075
1q0rA, 0.975, 0.9795918367346939, 0.9795918367346939, 0.8958333333333334, 0.8695652173913043
1vknA, 0.9215686274509803, 0.8169014084507042, 0.8, 0.8309859154929577, 0.7083333333333334
1pwaA, 0.926829268292683, 0.7962962962962963, 0.7758620689655172, 0.6811594202898551, 0.7735849056603774
3pj0B, 0.8666666666666667, 0.7758620689655172, 0.7636363636363637, 0.7241379310344828, 0.7636363636363637
3d34A, 0.9148936170212766, 0.7808219178082192, 0.7808219178082192, 0.7466666666666667, 0.8070175438596491
1x13B, 0.9565217391304348, 0.9016393442622951, 0.873015873015873, 0.726027397260274, 0.7230769230769231
3enuA, 0.8484848484848485, 0.717948717948718, 0.5714285714285714, 0.5833333333333334, 0.7560975609756098
1ws0A, 0.918918918918919, 0.7924528301886793, 0.7, 0.803921568627451, 0.7083333333333334
2fu0A, 1.0, 0.975609756097561, 0.8148148148148148, 0.9285714285714286, 0.8888888888888888
2jftA, 0.9245283018867925, 0.9016393442622951, 0.8888888888888888, 0.8, 0.8142857142857143
2dg1C, 0.9651162790697675, 0.8456375838926175, 0.808641975308642, 0.7922077922077922, 0.8365384615384616
3h7fB, 0.5675675675675675, 0.509090909090909, 0.509090909090909, 0.5192307692307693, 0.5918367346938775
2v84A, 0.9032258064516129, 0.8181818181818182, 0.8070175438596491, 0.7258064516129032, 0.7567567567567568
2d5bA, 0.8974358974358975, 0.6575342465753424, 0.6956521739130435, 0.6461538461538462, 0.7017543859649122
1yphE, 1.0, 0.9259259259259259, 0.9285714285714286, 0.8518518518518519, 0.9583333333333334
3lq3A, 0.8571428571428571, 0.6666666666666666, 0.6666666666666666, 0.5625, 0.6842105263157895
3logC, 0.9693877551020408, 0.8456375838926175, 0.8431372549019608, 0.8636363636363636, 0.8943089430894309
2x8hA, 0.84, 0.7388059701492538, 0.7194244604316546, 0.6879432624113475, 0.7185185185185186
3ge3A, 1.0, 1.0, 0.7142857142857143, 0.5625, 0.5
2rk5A, 1.0, 0.9722222222222222, 0.9722222222222222, 1.0, 0.9655172413793104
2oaiA, 1.0, 0.9259259259259259, 0.8636363636363636, 0.8181818181818182, 0.8823529411764706
2j6bA, 0.8888888888888888, 0.8928571428571429, 0.8620689655172413, 0.8387096774193549, 0.6170212765957447
1rkiA, 0.8064516129032258, 0.7317073170731707, 0.7317073170731707, 0.75, 0.8055555555555556
3gbwA, 0.9310344827586207, 0.8, 0.8157894736842105, 0.717391304347826, 0.7307692307692307
2uurA, 0.7966101694915254, 0.7840909090909091, 0.7865168539325843, 0.6989247311827957, 0.654320987654321
1iqzA, 1.0, 1.0, 1.0, 0.9375, 0.8
2z6iA, 0.967741935483871, 0.9090909090909091, 0.9047619047619048, 0.76, 0.8717948717948718
2xioA, 1.0, 0.7647058823529411, 0.7647058823529411, 0.8333333333333334, 0.8055555555555556
2oqbA, 0.8604651162790697, 0.7457627118644068, 0.7719298245614035, 0.7368421052631579, 0.7407407407407407
3bbbD, 0.9523809523809523, 0.9583333333333334, 0.9583333333333334, 0.8064516129032258, 0.75
2fcbA, 0.9701492537313433, 0.8953488372093024, 0.8764044943820225, 0.7623762376237624, 0.8734177215189873
3gpkB, 0.8, 0.7058823529411765, 0.6857142857142857, 0.6774193548387096, 0.7777777777777778
2vbfA, 0.9078947368421053, 0.8369565217391305, 0.8297872340425532, 0.7578947368421053, 0.719626168224299
3mdqA, 0.9019607843137255, 0.8428571428571429, 0.8428571428571429, 0.8769230769230769, 0.7936507936507936
2ab0A, 0.9411764705882353, 0.8918918918918919, 0.8918918918918919, 0.7358490566037735, 0.8292682926829268
2wm3A, 0.9696969696969697, 0.75, 0.782608695652174, 0.75, 0.6666666666666666
2ib8A, 0.9710144927536232, 0.9186046511627907, 0.8666666666666667, 0.8080808080808081, 0.8333333333333334
3oa3B, 0.8235294117647058, 0.7777777777777778, 0.7777777777777778, 0.7777777777777778, 0.6222222222222222
2dc1B, 0.8125, 0.6527777777777778, 0.7230769230769231, 0.7083333333333334, 0.7636363636363637
3lpwB, 0.9298245614035088, 0.8829787234042553, 0.7747747747747747, 0.7835051546391752, 0.782051282051282
1y9lA, 0.9166666666666666, 0.875, 0.8627450980392157, 0.8541666666666666, 0.9069767441860465
3kd6B, 0.8958333333333334, 0.8243243243243243, 0.835820895522388, 0.835820895522388, 0.8771929824561403
3h0uC, 0.9696969696969697, 0.9534883720930233, 0.95, 0.7708333333333334, 0.9230769230769231
1g3pA, 0.7560975609756098, 0.6052631578947368, 0.589041095890411, 0.5263157894736842, 0.6730769230769231
1ugpB, 0.9411764705882353, 0.8333333333333334, 0.8333333333333334, 0.6521739130434783, 0.5714285714285714
2c42B, 0.8723404255319149, 0.7941176470588235, 0.7608695652173914, 0.6881188118811881, 0.6521739130434783
1uxoA, 0.8666666666666667, 0.7297297297297297, 0.7297297297297297, 0.7941176470588235, 0.7222222222222222
3mxoB, 0.9655172413793104, 0.918918918918919, 0.9210526315789473, 0.8292682926829268, 0.7777777777777778
1evhA, 0.9512195121951219, 0.9433962264150944, 0.9272727272727272, 0.9310344827586207, 0.9347826086956522
1i0lA, 0.9142857142857143, 0.7592592592592593, 0.7592592592592593, 0.6981132075471698, 0.6666666666666666
1h5qL, 1.0, 0.8222222222222222, 0.8222222222222222, 0.8043478260869565, 0.5964912280701754
1s1pA, 0.9393939393939394, 0.9361702127659575, 0.9565217391304348, 0.6938775510204082, 0.64
3oepA, 0.9081632653061225, 0.7560975609756098, 0.7192982456140351, 0.7202380952380952, 0.7698412698412699
1rttA, 0.96, 0.8387096774193549, 0.8387096774193549, 0.75, 0.7714285714285715
3fmcA, 0.8275862068965517, 0.7425742574257426, 0.7582417582417582, 0.6909090909090909, 0.5777777777777777
1cxyA, 1.0, 0.8125, 0.8125, 1.0, 0.7333333333333333
1u55A, 1.0, 0.8529411764705882, 0.8529411764705882, 0.8857142857142857, 0.96
1nziA, 0.8775510204081632, 0.7323943661971831, 0.7123287671232876, 0.7285714285714285, 0.7419354838709677
3m3hA, 0.9642857142857143, 0.8571428571428571, 0.8666666666666667, 0.7291666666666666, 0.9333333333333333
1xkyB, 0.95, 0.9722222222222222, 0.9210526315789473, 0.7631578947368421, 0.92
